view,method,run,episode,score,best_score,distance_integral_score,training_return,cfd_steps,teacher_cfd_steps,cumulative_cfd_steps,candidate,iteration
cost,BC-PPO,5,365,-8.988792745143094,-1.7511650067225664,-8.988792745143094,-10.751421832789337,12401,131054,3813030,,
cost,BC-PPO,5,366,-8.951469187778532,-1.7511650067225664,-8.951469187778532,-10.692066524099568,11393,131054,3824423,,
cost,BC-PPO,5,367,-9.033362261190081,-1.7511650067225664,-9.033362261190081,-10.785951009534692,10889,131054,3835312,,
cost,BC-PPO,5,368,-4.7174327615235985,-1.7511650067225664,-4.7174327615235985,-5.398326999651281,15436,131054,3850748,,
cost,BC-PPO,5,369,-10.477599749520085,-1.7511650067225664,-10.477599749520085,-12.538944033776547,9043,131054,3859791,,
cost,BC-PPO,5,370,-8.891851201784604,-1.7511650067225664,-8.891851201784604,-10.610948837874787,11771,131054,3871562,,
cost,BC-PPO,5,371,-9.70756445294069,-1.7511650067225664,-9.70756445294069,-11.605953615953828,10221,131054,3881783,,
cost,BC-PPO,5,372,-8.869143317742443,-1.7511650067225664,-8.869143317742443,-12.581695780090076,5377,131054,3887160,,
cost,BC-PPO,5,373,-9.841946961641229,-1.7511650067225664,-9.841946961641229,-11.76924097381962,9594,131054,3896754,,
cost,BC-PPO,5,374,-9.561687082946644,-1.7511650067225664,-9.561687082946644,-11.42688125594284,10259,131054,3907013,,
cost,BC-PPO,5,375,-9.65355091123071,-1.7511650067225664,-9.65355091123071,-11.529144605255894,10152,131054,3917165,,
cost,BC-PPO,5,376,-9.306581925407409,-1.7511650067225664,-9.306581925407409,-11.122296925913377,10574,131054,3927739,,
cost,BC-PPO,5,377,-9.531017453484314,-1.7511650067225664,-9.531017453484314,-11.379942308611124,9911,131054,3937650,,
cost,BC-PPO,5,378,-9.801403265240076,-1.7511650067225664,-9.801403265240076,-11.713001880761247,9844,131054,3947494,,
cost,BC-PPO,5,379,-9.74193903737711,-1.7511650067225664,-9.74193903737711,-13.649810724131807,5642,131054,3953136,,
cost,BC-PPO,5,380,-9.540355166426782,-1.7511650067225664,-9.540355166426782,-11.390153744914594,10569,131054,3963705,,
cost,BC-PPO,5,381,-9.352828787161116,-1.7511650067225664,-9.352828787161116,-11.169864280749097,10783,131054,3974488,,
cost,BC-PPO,5,382,-9.257715929687325,-1.7511650067225664,-9.257715929687325,-13.056566926442652,5529,131054,3980017,,
cost,BC-PPO,5,383,-8.824512532941656,-1.7511650067225664,-8.824512532941656,-10.534117638067636,12246,131054,3992263,,
cost,BC-PPO,5,384,-8.873413207788118,-1.7511650067225664,-8.873413207788118,-10.590531354204437,11919,131054,4004182,,
cost,BC-PPO,5,385,-9.265899542671344,-1.7511650067225664,-9.265899542671344,-11.06737035656369,10612,131054,4014794,,
cost,BC-PPO,5,386,-10.360643098580606,-1.7511650067225664,-10.360643098580606,-12.514562164998605,16687,131054,4031481,,
cost,BC-PPO,5,387,-8.97428734116087,-1.7511650067225664,-8.97428734116087,-10.707943833160543,12154,131054,4043635,,
cost,BC-PPO,5,388,-8.873090982223012,-1.7511650067225664,-8.873090982223012,-10.594897099188515,11738,131054,4055373,,
cost,BC-PPO,5,389,-11.949802708620895,-1.7511650067225664,-11.949802708620895,-16.336148673643926,694,131054,4056067,,
cost,BC-PPO,5,390,-9.026662686371925,-1.7511650067225664,-9.026662686371925,-10.783194361817934,11922,131054,4067989,,
cost,BC-PPO,5,391,-9.952677837927865,-1.7511650067225664,-9.952677837927865,-13.909876060960393,5657,131054,4073646,,
cost,BC-PPO,5,392,-9.12107457527408,-1.7511650067225664,-9.12107457527408,-10.86705364843068,10977,131054,4084623,,
cost,BC-PPO,5,393,-9.466905360510237,-1.7511650067225664,-9.466905360510237,-13.314793879358584,5396,131054,4090019,,
cost,BC-PPO,5,394,-9.016873367632085,-1.7511650067225664,-9.016873367632085,-10.778349742757081,11602,131054,4101621,,
cost,BC-PPO,5,395,-8.951664191645444,-1.7511650067225664,-8.951664191645444,-10.690137196778412,11740,131054,4113361,,
cost,BC-PPO,5,396,-9.797936374540338,-1.7511650067225664,-9.797936374540338,-11.711465954242302,10305,131054,4123666,,
cost,BC-PPO,5,397,-11.449054005595466,-1.7511650067225664,-11.449054005595466,-13.743755013299918,6690,131054,4130356,,
cost,BC-PPO,5,398,-9.264266600106886,-1.7511650067225664,-9.264266600106886,-13.071214818357381,5337,131054,4135693,,
cost,BC-PPO,5,399,-9.439795728071331,-1.7511650067225664,-9.439795728071331,-13.28063871713126,5839,131054,4141532,,
cost,BC-PPO,5,400,-8.898184761645554,-1.7511650067225664,-8.898184761645554,-10.62840515994575,12038,131054,4153570,,
cost,BC-PPO,5,401,-9.396257861489119,-1.7511650067225664,-9.396257861489119,-13.2291141077746,5527,131054,4159097,,
cost,BC-PPO,5,402,-8.566387612266965,-1.7511650067225664,-8.566387612266965,-12.215684628827455,5274,131054,4164371,,
cost,BC-PPO,5,403,-9.282658950144448,-1.7511650067225664,-9.282658950144448,-13.090060440903326,5443,131054,4169814,,
cost,BC-PPO,5,404,-8.017920943491905,-1.7511650067225664,-8.017920943491905,-11.550454023223365,5343,131054,4175157,,
cost,BC-PPO,5,405,-8.327880066146488,-1.7511650067225664,-8.327880066146488,-11.927798717408194,5038,131054,4180195,,
cost,BC-PPO,5,406,-9.565725808592578,-1.7511650067225664,-9.565725808592578,-13.44126687251037,5427,131054,4185622,,
cost,BC-PPO,5,407,-8.065343608927591,-1.7511650067225664,-8.065343608927591,-11.60852399971045,5273,131054,4190895,,
cost,BC-PPO,5,408,-9.160363606386937,-1.7511650067225664,-9.160363606386937,-12.944214384209433,5148,131054,4196043,,
cost,BC-PPO,5,409,-8.858299057497875,-1.7511650067225664,-8.858299057497875,-10.583754491941262,12195,131054,4208238,,
cost,BC-PPO,5,410,-8.475659833970493,-1.7511650067225664,-8.475659833970493,-12.107485656321261,5255,131054,4213493,,
cost,BC-PPO,5,411,-9.032422985457584,-1.7511650067225664,-9.032422985457584,-12.790985135278738,5107,131054,4218600,,
cost,BC-PPO,5,412,-8.960277901797866,-1.7511650067225664,-8.960277901797866,-10.710815810369892,12399,131054,4230999,,
cost,BC-PPO,5,413,-9.129054716266717,-1.7511650067225664,-9.129054716266717,-12.90194621200452,5364,131054,4236363,,
cost,BC-PPO,5,414,-9.741171830459644,-1.7511650067225664,-9.741171830459644,-13.735805784030475,15397,131054,4251760,,
cost,BC-PPO,5,415,-10.006541468635016,-1.7511650067225664,-10.006541468635016,-13.97349228835014,5962,131054,4257722,,
cost,BC-PPO,5,416,-9.59010380462199,-1.7511650067225664,-9.59010380462199,-13.472086793684602,5452,131054,4263174,,
cost,BC-PPO,5,417,-9.395624461109422,-1.7511650067225664,-9.395624461109422,-13.225907017577907,5441,131054,4268615,,
cost,BC-PPO,5,418,-8.532465807606425,-1.7511650067225664,-8.532465807606425,-12.176070019109755,5101,131054,4273716,,
cost,BC-PPO,5,419,-8.717089655017748,-1.7511650067225664,-8.717089655017748,-12.396210715296577,5369,131054,4279085,,
cost,BC-PPO,5,420,-10.047786730332422,-1.7511650067225664,-10.047786730332422,-12.019708970409713,9766,131054,4288851,,
cost,BC-PPO,5,421,-9.851155063284141,-1.7511650067225664,-9.851155063284141,-11.772218184459854,10535,131054,4299386,,
cost,BC-PPO,5,422,-9.714490446532906,-1.7511650067225664,-9.714490446532906,-11.607021261883878,10372,131054,4309758,,
cost,BC-PPO,5,423,-9.950290068629183,-1.7511650067225664,-9.950290068629183,-11.905994046746052,10438,131054,4320196,,
cost,BC-PPO,5,424,-9.237900102341712,-1.7511650067225664,-9.237900102341712,-13.035276273533883,7354,131054,4327550,,
cost,BC-PPO,5,425,-8.952267423419523,-1.7511650067225664,-8.952267423419523,-12.68123931197618,5582,131054,4333132,,
cost,BC-PPO,5,426,-11.089086125352955,-1.7511650067225664,-11.089086125352955,-13.293458360755999,9626,131054,4342758,,
cost,BC-PPO,5,427,-9.986257947309863,-1.7511650067225664,-9.986257947309863,-13.9402518957992,5961,131054,4348719,,
cost,BC-PPO,5,428,-10.492157018448555,-1.7511650067225664,-10.492157018448555,-12.558648906134588,10059,131054,4358778,,
cost,BC-PPO,5,429,-10.90414866385299,-1.7511650067225664,-10.90414866385299,-13.067623699651664,10224,131054,4369002,,
cost,BC-PPO,5,430,-9.45076510219682,-1.7511650067225664,-9.45076510219682,-13.28406010988207,5908,131054,4374910,,
cost,BC-PPO,5,431,-9.479279546783749,-1.7511650067225664,-9.479279546783749,-13.31996763370107,6189,131054,4381099,,
cost,BC-PPO,5,432,-10.821134946887758,-1.7511650067225664,-10.821134946887758,-12.962953147443473,9886,131054,4390985,,
cost,BC-PPO,5,433,-10.722562236613669,-1.7511650067225664,-10.722562236613669,-12.836797614594468,10102,131054,4401087,,
cost,BC-PPO,5,434,-9.796686053743274,-1.7511650067225664,-9.796686053743274,-13.704087830823001,5957,131054,4407044,,
cost,BC-PPO,5,435,-10.816314949050987,-1.7511650067225664,-10.816314949050987,-12.953832642950822,9779,131054,4416823,,
cost,BC-PPO,5,436,-10.277509761405504,-1.7511650067225664,-10.277509761405504,-12.297892504829424,10160,131054,4426983,,
cost,BC-PPO,5,437,-10.551519522574623,-1.7511650067225664,-10.551519522574623,-12.633419796720727,9915,131054,4436898,,
cost,BC-PPO,5,438,-10.248090914569666,-1.7511650067225664,-10.248090914569666,-12.264156170848358,9808,131054,4446706,,
cost,BC-PPO,5,439,-8.829058261494554,-1.7511650067225664,-8.829058261494554,-12.527315099849869,6368,131054,4453074,,
cost,BC-PPO,5,440,-10.288847916254047,-1.7511650067225664,-10.288847916254047,-12.302908640642517,9953,131054,4463027,,
cost,BC-PPO,5,441,-10.103089828129573,-1.7511650067225664,-10.103089828129573,-12.08834611127258,10240,131054,4473267,,
cost,BC-PPO,5,442,-10.119830541270256,-1.7511650067225664,-10.119830541270256,-12.104856200528804,10742,131054,4484009,,
cost,BC-PPO,5,443,-9.653937293021855,-1.7511650067225664,-9.653937293021855,-13.53866322747853,5755,131054,4489764,,
cost,BC-PPO,5,444,-8.638761810731907,-1.7511650067225664,-8.638761810731907,-12.302298960154332,5378,131054,4495142,,
cost,BC-PPO,5,445,-8.69676678720592,-1.7511650067225664,-8.69676678720592,-12.3702208628422,5797,131054,4500939,,
cost,BC-PPO,5,446,-9.942954033310963,-1.7511650067225664,-9.942954033310963,-11.905565978144539,10686,131054,4511625,,
cost,BC-PPO,5,447,-10.663567940866026,-1.7511650067225664,-10.663567940866026,-12.781322959503926,9272,131054,4520897,,
cost,BC-PPO,5,448,-10.69647090336354,-1.7511650067225664,-10.69647090336354,-12.826450030561686,9448,131054,4530345,,
cost,BC-PPO,5,449,-9.591486967269269,-1.7511650067225664,-9.591486967269269,-11.495582523291429,11435,131054,4541780,,
cost,BC-PPO,5,450,-10.00247503764086,-1.7511650067225664,-10.00247503764086,-11.983413711568325,10856,131054,4552636,,
cost,BC-PPO,5,451,-10.1228466530569,-1.7511650067225664,-10.1228466530569,-12.13223917465771,10675,131054,4563311,,
cost,BC-PPO,5,452,-10.276929967999518,-1.7511650067225664,-10.276929967999518,-12.312440147968841,9744,131054,4573055,,
cost,BC-PPO,5,453,-10.98938635646628,-1.7511650067225664,-10.98938635646628,-13.180723992370895,9198,131054,4582253,,
cost,BC-PPO,5,454,-8.804551196997407,-1.7511650067225664,-8.804551196997407,-12.503508703698124,5715,131054,4587968,,
cost,BC-PPO,5,455,-8.43076832707276,-1.7511650067225664,-8.43076832707276,-12.04763110344454,7769,131054,4595737,,
cost,BC-PPO,5,456,-7.496285780901259,-1.7511650067225664,-7.496285780901259,-10.895016257778309,7080,131054,4602817,,
cost,BC-PPO,5,457,-10.267385233839049,-1.7511650067225664,-10.267385233839049,-14.302163485289977,7813,131054,4610630,,
cost,BC-PPO,5,458,-7.970423183702991,-1.7511650067225664,-7.970423183702991,-11.47984015514932,7157,131054,4617787,,
cost,BC-PPO,5,459,-6.824011942008642,-1.7511650067225664,-6.824011942008642,-10.077718663876363,6618,131054,4624405,,
cost,BC-PPO,5,460,-7.207918046801385,-1.7511650067225664,-7.207918046801385,-10.54620234688457,6750,131054,4631155,,
cost,BC-PPO,5,461,-6.617926573802333,-1.7511650067225664,-6.617926573802333,-9.826925987824094,6776,131054,4637931,,
cost,BC-PPO,5,462,-7.953617824391689,-1.7511650067225664,-7.953617824391689,-11.461593379394014,6796,131054,4644727,,
cost,BC-PPO,5,463,-8.60815458781475,-1.7511650067225664,-8.60815458781475,-12.26725674978502,5676,131054,4650403,,
cost,BC-PPO,5,464,-7.070233719577407,-1.7511650067225664,-7.070233719577407,-10.372938279241904,6947,131054,4657350,,
cost,BC-PPO,5,465,-10.828265033288048,-1.7511650067225664,-10.828265033288048,-14.994233729097024,8522,131054,4665872,,
cost,BC-PPO,5,466,-9.63543794406141,-1.7511650067225664,-9.63543794406141,-11.555420697179033,11665,131054,4677537,,
cost,BC-PPO,5,467,-7.016645879922492,-1.7511650067225664,-7.016645879922492,-10.309708458954217,6658,131054,4684195,,
cost,BC-PPO,5,468,-6.9284190747969,-1.7511650067225664,-6.9284190747969,-10.210828189670444,7058,131054,4691253,,
cost,BC-PPO,5,469,-6.630683855972575,-1.7511650067225664,-6.630683855972575,-9.837797122149254,6698,131054,4697951,,
cost,BC-PPO,5,470,-6.9145894961245125,-1.7511650067225664,-6.9145894961245125,-10.182203181547854,6821,131054,4704772,,
cost,BC-PPO,5,471,-7.834501335817688,-1.7511650067225664,-7.834501335817688,-11.311072476493,6939,131054,4711711,,
cost,BC-PPO,5,472,-7.039272943627982,-1.7511650067225664,-7.039272943627982,-10.341356804990179,6570,131054,4718281,,
cost,BC-PPO,5,473,-6.67310133631665,-1.7511650067225664,-6.67310133631665,-9.892679885119263,6451,131054,4724732,,
cost,BC-PPO,5,474,-6.712243348628656,-1.7511650067225664,-6.712243348628656,-9.9388055757173,6563,131054,4731295,,
cost,BC-PPO,5,475,-7.789939332085114,-1.7511650067225664,-7.789939332085114,-11.267552008471341,6729,131054,4738024,,
cost,BC-PPO,5,476,-6.50683286718384,-1.7511650067225664,-6.50683286718384,-9.687402998911448,6582,131054,4744606,,
cost,BC-PPO,5,477,-7.009550313921561,-1.7511650067225664,-7.009550313921561,-10.299919738260241,6525,131054,4751131,,
cost,BC-PPO,5,478,-6.45000816956496,-1.7511650067225664,-6.45000816956496,-9.61766649944408,7510,131054,4758641,,
cost,BC-PPO,5,479,-7.359585208017571,-1.7511650067225664,-7.359585208017571,-10.742295497277972,5438,131054,4764079,,
cost,BC-PPO,5,480,-4.88017266214901,-1.7511650067225664,-4.88017266214901,-7.668995579125962,9044,131054,4773123,,
cost,BC-PPO,5,481,-7.238477119820662,-1.7511650067225664,-7.238477119820662,-10.58534899658007,6544,131054,4779667,,
cost,BC-PPO,5,482,-7.117254435114411,-1.7511650067225664,-7.117254435114411,-10.434679670148816,6554,131054,4786221,,
cost,BC-PPO,5,483,-7.312424255315346,-1.7511650067225664,-7.312424255315346,-10.676780630677172,6714,131054,4792935,,
cost,BC-PPO,5,484,-6.902176149444424,-1.7511650067225664,-6.902176149444424,-10.169850412261244,6622,131054,4799557,,
cost,BC-PPO,5,485,-6.9718328135654755,-1.7511650067225664,-6.9718328135654755,-10.248814421593414,7009,131054,4806566,,
cost,BC-PPO,5,486,-7.74895798893953,-1.7511650067225664,-7.74895798893953,-11.207798652971244,7457,131054,4814023,,
cost,BC-PPO,5,487,-8.262576864812628,-1.7511650067225664,-8.262576864812628,-11.825793067000408,7650,131054,4821673,,
cost,BC-PPO,5,488,-6.9308971647729924,-1.7511650067225664,-6.9308971647729924,-10.20450593949872,6725,131054,4828398,,
cost,BC-PPO,5,489,-6.577038881539022,-1.7511650067225664,-6.577038881539022,-9.76483450012967,7112,131054,4835510,,
cost,BC-PPO,5,490,-7.8164673114315155,-1.7511650067225664,-7.8164673114315155,-11.291672045327843,7187,131054,4842697,,
cost,BC-PPO,5,491,-8.427212036780064,-1.7511650067225664,-8.427212036780064,-12.040306665309235,5684,131054,4848381,,
cost,BC-PPO,5,492,-7.430409767478377,-1.7511650067225664,-7.430409767478377,-10.818183833466252,7602,131054,4855983,,
cost,BC-PPO,5,493,-10.045339752670763,-1.7511650067225664,-10.045339752670763,-12.039606493304808,10962,131054,4866945,,
cost,BC-PPO,5,494,-6.697330707967242,-1.7511650067225664,-6.697330707967242,-9.92446026065638,6787,131054,4873732,,
cost,BC-PPO,5,495,-7.269050024857249,-1.7511650067225664,-7.269050024857249,-10.621346820825911,7383,131054,4881115,,
cost,BC-PPO,5,496,-7.223681056680833,-1.7511650067225664,-7.223681056680833,-10.565011835080899,6807,131054,4887922,,
cost,BC-PPO,5,497,-7.74382066739561,-1.7511650067225664,-7.74382066739561,-11.200719283007679,7370,131054,4895292,,
cost,BC-PPO,5,498,-4.857987862374379,-1.7511650067225664,-4.857987862374379,-7.649220728372024,8973,131054,4904265,,
cost,BC-PPO,5,499,-9.330290998667584,-1.7511650067225664,-9.330290998667584,-11.180185804166921,11278,131054,4915543,,
cost,BC-PPO,5,500,-6.993375882000992,-1.7511650067225664,-6.993375882000992,-10.287948384354369,6556,131054,4922099,,
cost,BC-PPO,5,501,-7.078692987498442,-1.7511650067225664,-7.078692987498442,-10.391431915191694,6702,131054,4928801,,
cost,BC-PPO,5,502,-9.149054520186457,-1.7511650067225664,-9.149054520186457,-10.971253257463031,12045,131054,4940846,,
cost,BC-PPO,5,503,-7.804815697818604,-1.7511650067225664,-7.804815697818604,-11.277182295635448,7097,131054,4947943,,
cost,BC-PPO,5,504,-6.532515285281823,-1.7511650067225664,-6.532515285281823,-9.72008458932442,6849,131054,4954792,,
cost,BC-PPO,5,505,-7.120150746875717,-1.7511650067225664,-7.120150746875717,-10.439697797941086,7301,131054,4962093,,
cost,BC-PPO,5,506,-6.873471436378969,-1.7511650067225664,-6.873471436378969,-10.136093819237697,6650,131054,4968743,,
cost,BC-PPO,5,507,-7.693619498355303,-1.7511650067225664,-7.693619498355303,-11.145282225726103,6738,131054,4975481,,
cost,BC-PPO,5,508,-9.661400363397718,-1.7511650067225664,-9.661400363397718,-11.564822630428726,10202,131054,4985683,,
cost,BC-PPO,5,509,-10.047084254651125,-1.7511650067225664,-10.047084254651125,-12.041711410431327,11156,131054,4996839,,
cost,BC-PPO,5,510,-9.88891256917253,-1.7511650067225664,-9.88891256917253,-11.85806699965861,11185,131054,5008024,,
cost,BC-PPO,5,511,-5.937374024526479,-1.7511650067225664,-5.937374024526479,-8.987216747486436,7330,131054,5015354,,
cost,BC-PPO,5,512,-8.191201468930343,-1.7511650067225664,-8.191201468930343,-11.751560600152697,7227,131054,5022581,,
cost,BC-PPO,5,513,-7.9427941323433595,-1.7511650067225664,-7.9427941323433595,-11.445540612153831,7148,131054,5029729,,
cost,BC-PPO,5,514,-9.07461957240703,-1.7511650067225664,-9.07461957240703,-10.875246557449726,11614,131054,5041343,,
cost,BC-PPO,5,515,-7.431568400049841,-1.7511650067225664,-7.431568400049841,-10.82710630460352,6666,131054,5048009,,
cost,BC-PPO,5,516,-5.598992277412568,-1.7511650067225664,-5.598992277412568,-8.56125464374114,7904,131054,5055913,,
cost,BC-PPO,5,517,-8.262388330840439,-1.7511650067225664,-8.262388330840439,-11.837194768593179,7094,131054,5063007,,
cost,BC-PPO,5,518,-7.611001990636954,-1.7511650067225664,-7.611001990636954,-11.04197568800586,6851,131054,5069858,,
cost,BC-PPO,5,519,-9.51232052101102,-1.7511650067225664,-9.51232052101102,-11.40824210128475,11758,131054,5081616,,
cost,BC-PPO,5,520,-9.338721480454588,-1.7511650067225664,-9.338721480454588,-11.185513612059221,12107,131054,5093723,,
cost,BC-PPO,5,521,-7.327075673226254,-1.7511650067225664,-7.327075673226254,-10.69275596091046,6587,131054,5100310,,
cost,BC-PPO,5,522,-9.925152125978977,-1.7511650067225664,-9.925152125978977,-11.899271565592588,11700,131054,5112010,,
cost,BC-PPO,5,523,-10.176250720328628,-1.7511650067225664,-10.176250720328628,-12.204647278162328,11416,131054,5123426,,
cost,BC-PPO,5,524,-6.690966012373741,-1.7511650067225664,-6.690966012373741,-9.903455448471025,6713,131054,5130139,,
cost,BC-PPO,5,525,-7.589341462091698,-1.7511650067225664,-7.589341462091698,-11.013742967488485,6582,131054,5136721,,
cost,BC-PPO,5,526,-5.239335123786296,-1.7511650067225664,-5.239335123786296,-8.12328077116425,7462,131054,5144183,,
cost,BC-PPO,5,527,-6.791583043214429,-1.7511650067225664,-6.791583043214429,-10.04340137800974,6535,131054,5150718,,
cost,BC-PPO,5,528,-6.02829768903554,-1.7511650067225664,-6.02829768903554,-9.080934984231556,10796,131054,5161514,,
cost,BC-PPO,5,529,-7.278948246651593,-1.7511650067225664,-7.278948246651593,-10.634917969259867,6676,131054,5168190,,
cost,BC-PPO,5,530,-6.430657672141112,-1.7511650067225664,-6.430657672141112,-9.594616240256524,6459,131054,5174649,,
cost,BC-PPO,5,531,-8.869998701912422,-1.7511650067225664,-8.869998701912422,-12.572200791791369,7280,131054,5181929,,
cost,BC-PPO,5,532,-8.016590057460224,-1.7511650067225664,-8.016590057460224,-11.541866940743633,7370,131054,5189299,,
cost,BC-PPO,5,533,-6.9280814512190245,-1.7511650067225664,-6.9280814512190245,-10.201641508445247,6372,131054,5195671,,
cost,BC-PPO,5,534,-7.29135612317987,-1.7511650067225664,-7.29135612317987,-10.65192904867656,6529,131054,5202200,,
cost,BC-PPO,5,535,-6.51111587139212,-1.7511650067225664,-6.51111587139212,-9.696967727492458,6275,131054,5208475,,
cost,BC-PPO,5,536,-8.932996402000338,-1.7511650067225664,-8.932996402000338,-10.688258853896347,11770,131054,5220245,,
cost,BC-PPO,5,537,-6.351158926142371,-1.7511650067225664,-6.351158926142371,-9.492980344117122,7539,131054,5227784,,
cost,BC-PPO,5,538,-7.685249679358483,-1.7511650067225664,-7.685249679358483,-11.130528808306522,6733,131054,5234517,,
cost,BC-PPO,5,539,-7.793789025840408,-1.7511650067225664,-7.793789025840408,-11.258486741808763,7235,131054,5241752,,
cost,BC-PPO,5,540,-7.3520203635980845,-1.7511650067225664,-7.3520203635980845,-10.714782087396028,6871,131054,5248623,,
cost,BC-PPO,5,541,-8.98459978691398,-1.7511650067225664,-8.98459978691398,-12.720097714691418,7321,131054,5255944,,
cost,BC-PPO,5,542,-7.759192677691607,-1.7511650067225664,-7.759192677691607,-11.218496328994219,6796,131054,5262740,,
cost,BC-PPO,5,543,-13.465914746424144,-1.7511650067225664,-13.465914746424144,-18.158919455742492,1444,131054,5264184,,
cost,BC-PPO,5,544,-9.941690697435375,-1.7511650067225664,-9.941690697435375,-11.900659184166155,10848,131054,5275032,,
cost,BC-PPO,5,545,-9.208253865531962,-1.7511650067225664,-9.208253865531962,-11.026874671033216,12086,131054,5287118,,
cost,BC-PPO,5,546,-7.95414487798313,-1.7511650067225664,-7.95414487798313,-11.452994694069766,8429,131054,5295547,,
cost,BC-PPO,5,547,-10.324804963376693,-1.7511650067225664,-10.324804963376693,-12.39228593341389,11708,131054,5307255,,
cost,BC-PPO,5,548,-10.653883179034073,-1.7511650067225664,-10.653883179034073,-12.77138006981982,11661,131054,5318916,,
cost,BC-PPO,5,549,-9.776878984729734,-1.7511650067225664,-9.776878984729734,-11.716737872380188,11673,131054,5330589,,
cost,BC-PPO,5,550,-7.244887346339902,-1.7511650067225664,-7.244887346339902,-10.583015977526316,6880,131054,5337469,,
cost,BC-PPO,5,551,-9.583223618039638,-1.7511650067225664,-9.583223618039638,-11.481939904063834,11412,131054,5348881,,
cost,BC-PPO,5,552,-7.228610146369103,-1.7511650067225664,-7.228610146369103,-10.573415480790182,6601,131054,5355482,,
cost,BC-PPO,5,553,-6.784367798879113,-1.7511650067225664,-6.784367798879113,-10.028593890366711,6558,131054,5362040,,
cost,BC-PPO,5,554,-8.284789773121762,-1.7511650067225664,-8.284789773121762,-11.853631111450898,7546,131054,5369586,,
cost,BC-PPO,5,555,-9.497922980781603,-1.7511650067225664,-9.497922980781603,-13.354879322539322,13224,131054,5382810,,
cost,BC-PPO,5,556,-6.83441664332336,-1.7511650067225664,-6.83441664332336,-10.083290066118002,6775,131054,5389585,,
cost,BC-PPO,5,557,-9.285823944111854,-1.7511650067225664,-9.285823944111854,-11.109407828503796,12210,131054,5401795,,
cost,BC-PPO,5,558,-10.862171306177917,-1.7511650067225664,-10.862171306177917,-13.022482091237707,10018,131054,5411813,,
cost,BC-PPO,5,559,-9.907969340610993,-1.7511650067225664,-9.907969340610993,-11.87982350868613,11667,131054,5423480,,
cost,BC-PPO,5,560,-8.826305169121408,-1.7511650067225664,-8.826305169121408,-10.545289231499776,12627,131054,5436107,,
cost,BC-PPO,5,561,-7.879770421549832,-1.7511650067225664,-7.879770421549832,-11.360839646042578,7709,131054,5443816,,
cost,BC-PPO,5,562,-9.788729890200383,-1.7511650067225664,-9.788729890200383,-11.73357069117377,11621,131054,5455437,,
cost,BC-PPO,5,563,-7.2904192218366575,-1.7511650067225664,-7.2904192218366575,-10.63335661087671,7135,131054,5462572,,
cost,BC-PPO,5,564,-10.22495104146065,-1.7511650067225664,-10.22495104146065,-12.263841587487832,11744,131054,5474316,,
cost,BC-PPO,5,565,-9.812673955858068,-1.7511650067225664,-9.812673955858068,-11.75398150787744,11829,131054,5486145,,
cost,BC-PPO,5,566,-10.76600510122597,-1.7511650067225664,-10.76600510122597,-12.913672555205434,11291,131054,5497436,,
cost,BC-PPO,5,567,-10.002105350603518,-1.7511650067225664,-10.002105350603518,-11.983176539486571,12053,131054,5509489,,
cost,BC-PPO,5,568,-11.588528704659943,-1.7511650067225664,-11.588528704659943,-13.891282182373708,10331,131054,5519820,,
cost,BC-PPO,5,569,-11.870909702679995,-1.7511650067225664,-11.870909702679995,-14.235086495721474,10765,131054,5530585,,
cost,BC-PPO,5,570,-9.882381396126053,-1.7511650067225664,-9.882381396126053,-11.824275691826855,12294,131054,5542879,,
cost,BC-PPO,5,571,-10.72892836912079,-1.7511650067225664,-10.72892836912079,-12.86746876811399,11466,131054,5554345,,
cost,BC-PPO,5,572,-9.336927266215445,-1.7511650067225664,-9.336927266215445,-11.160663474014605,12476,131054,5566821,,
cost,BC-PPO,5,573,-9.197117733484099,-1.7511650067225664,-9.197117733484099,-10.994518893486864,12608,131054,5579429,,
cost,BC-PPO,5,574,-8.59024437167986,-1.7511650067225664,-8.59024437167986,-12.225451836740524,7851,131054,5587280,,
cost,BC-PPO,5,575,-10.823486285617236,-1.7511650067225664,-10.823486285617236,-12.969042172385873,10811,131054,5598091,,
cost,BC-PPO,5,576,-10.136113064551767,-1.7511650067225664,-10.136113064551767,-12.131201936037092,10727,131054,5608818,,
cost,BC-PPO,5,577,-8.438556416558209,-1.7511650067225664,-8.438556416558209,-12.037633189552162,7691,131054,5616509,,
cost,BC-PPO,5,578,-10.111408717552361,-1.7511650067225664,-10.111408717552361,-12.095752011383262,11058,131054,5627567,,
cost,BC-PPO,5,579,-5.931713866019367,-1.7511650067225664,-5.931713866019367,-8.958829345852982,7971,131054,5635538,,
cost,BC-PPO,5,580,-9.488260211830426,-1.7511650067225664,-9.488260211830426,-11.34227993346789,11841,131054,5647379,,
cost,BC-PPO,5,581,-7.578962403448041,-1.7511650067225664,-7.578962403448041,-10.991456341325268,6998,131054,5654377,,
cost,BC-PPO,5,582,-9.74142939959573,-1.7511650067225664,-9.74142939959573,-11.652867248512944,11190,131054,5665567,,
cost,BC-PPO,5,583,-4.6980737609530205,-1.7511650067225664,-4.6980737609530205,-7.434591306819751,9698,131054,5675265,,
cost,BC-PPO,5,584,-6.032489166245133,-1.7511650067225664,-6.032489166245133,-9.071321214246503,8829,131054,5684094,,
