condition,run,iteration,worker,candidate,navigation_score,distance_integral_L,release_elapsed,total_horizon,success
with_shelf,1,18,0,69,-1.6632632974365107,1.6632632974365107,35.557525634765625,300.0,True
with_shelf,1,18,1,70,-1.6325596605820847,1.6325596605820847,34.941497802734375,300.0,True
with_shelf,1,18,2,71,-1.6377769407390552,1.6377769407390552,35.34852600097656,300.0,True
with_shelf,1,18,3,72,-1.6006602229181197,1.6006602229181197,33.946014404296875,300.0,True
with_shelf,1,19,0,73,-1.632813830382426,1.632813830382426,34.980010986328125,300.0,True
with_shelf,1,19,1,74,-1.6006602229181197,1.6006602229181197,33.946014404296875,300.0,True
with_shelf,1,19,2,75,-1.5941235002055243,1.5941235002055243,33.725982666015625,300.0,True
with_shelf,1,19,3,76,-1.5970102225751241,1.5970102225751241,33.989990234375,300.0,True
with_shelf,1,20,0,77,-1.5941235002055243,1.5941235002055243,33.725982666015625,300.0,True
with_shelf,1,20,1,78,-1.6189888715401906,1.6189888715401906,34.496002197265625,300.0,True
with_shelf,1,20,2,79,-1.6240764755164023,1.6240764755164023,34.7655029296875,300.0,True
with_shelf,1,20,3,80,-1.5941235002055243,1.5941235002055243,33.725982666015625,300.0,True
with_shelf,2,1,0,1,-14.19409769927639,14.19409769927639,16.730926513671875,300.0,False
with_shelf,2,1,1,2,-14.180553213857639,14.180553213857639,17.038909912109375,300.0,False
with_shelf,2,1,2,3,-14.13317943073028,14.13317943073028,18.10595703125,300.0,False
with_shelf,2,1,3,4,-14.174294991969,14.174294991969,17.115936279296875,300.0,False
with_shelf,2,2,0,5,-10.639967638149027,10.639967638149027,9.371826171875,300.0,False
with_shelf,2,2,1,6,-11.310355106221682,11.310355106221682,54.8955078125,300.0,False
with_shelf,2,2,2,7,-11.587896014045768,11.587896014045768,52.535980224609375,300.0,False
with_shelf,2,2,3,8,-9.135036644145128,9.135036644145128,91.24465942382812,300.0,False
with_shelf,2,3,0,9,-14.20147134337174,14.20147134337174,17.352432250976562,300.0,False
with_shelf,2,3,1,10,-14.23707934741976,14.23707934741976,17.033416748046875,300.0,False
with_shelf,2,3,2,11,-14.126162342030439,14.126162342030439,18.2269287109375,300.0,False
with_shelf,2,3,3,12,-8.718553411105527,8.718553411105527,75.08560180664062,300.0,False
with_shelf,2,4,0,13,-14.306930774107219,14.306930774107219,16.6539306640625,300.0,False
with_shelf,2,4,1,14,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,4,2,15,-11.020044607133599,11.020044607133599,70.392578125,300.0,False
with_shelf,2,4,3,16,-6.6438393864350225,6.6438393864350225,84.22137451171875,300.0,False
with_shelf,2,5,0,17,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,5,1,18,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,5,2,19,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,5,3,20,-11.623818417141194,11.623818417141194,100.32525634765625,300.0,False
with_shelf,2,6,0,21,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,6,1,22,-15.307974211425028,15.307974211425028,41.403961181640625,300.0,False
with_shelf,2,6,2,23,-1.820334107761212,1.820334107761212,51.47444152832031,300.0,True
with_shelf,2,6,3,24,-15.761692030299914,15.761692030299914,47.927032470703125,300.0,False
with_shelf,2,7,0,25,-1.7446587607761392,1.7446587607761392,46.799530029296875,300.0,True
with_shelf,2,7,1,26,-1.992789442254427,1.992789442254427,63.37078857421875,300.0,True
with_shelf,2,7,2,27,-4.2924167033152,4.2924167033152,58.92694091796875,300.0,False
with_shelf,2,7,3,28,-8.33251817292742,8.33251817292742,85.25534057617188,300.0,False
with_shelf,2,8,0,29,-1.7356596698119944,1.7356596698119944,46.310028076171875,300.0,True
with_shelf,2,8,1,30,-1.7446587607761392,1.7446587607761392,46.799530029296875,300.0,True
with_shelf,2,8,2,31,-1.724423680586068,1.724423680586068,45.479522705078125,300.0,True
with_shelf,2,8,3,32,-1.730970669196406,1.730970669196406,46.65653991699219,300.0,True
with_shelf,2,9,0,33,-1.7386203847142307,1.7386203847142307,45.99102783203125,300.0,True
with_shelf,2,9,1,34,-1.7386203847142307,1.7386203847142307,45.99102783203125,300.0,True
with_shelf,2,9,2,35,-1.7345749538971815,1.7345749538971815,46.2220458984375,300.0,True
with_shelf,2,9,3,36,-1.7221503314524642,1.7221503314524642,45.61152648925781,300.0,True
with_shelf,2,10,0,37,-1.7221503314524642,1.7221503314524642,45.61152648925781,300.0,True
with_shelf,2,10,1,38,-1.7299925874603233,1.7299925874603233,45.837005615234375,300.0,True
with_shelf,2,10,2,39,-3.3623241924704694,3.3623241924704694,63.211273193359375,300.0,False
with_shelf,2,10,3,40,-1.7221503314524642,1.7221503314524642,45.61152648925781,300.0,True
with_shelf,2,11,0,41,-1.7299925874603233,1.7299925874603233,45.837005615234375,300.0,True
with_shelf,2,11,1,42,-1.7666302833347944,1.7666302833347944,45.721527099609375,300.0,True
with_shelf,2,11,2,43,-1.743314962887684,1.743314962887684,46.651031494140625,300.0,True
with_shelf,2,11,3,44,-1.7226701969012088,1.7226701969012088,45.100006103515625,300.0,True
with_shelf,2,12,0,45,-1.7152899657529188,1.7152899657529188,45.259521484375,300.0,True
with_shelf,2,12,1,46,-1.7226701969012088,1.7226701969012088,45.100006103515625,300.0,True
with_shelf,2,12,2,47,-1.719056724419369,1.719056724419369,45.105499267578125,300.0,True
with_shelf,2,12,3,48,-1.720842446414672,1.720842446414672,45.61100769042969,300.0,True
with_shelf,2,13,0,49,-1.7152899657529188,1.7152899657529188,45.259521484375,300.0,True
with_shelf,2,13,1,50,-1.7145783584396672,1.7145783584396672,45.22100830078125,300.0,True
with_shelf,2,13,2,51,-1.7152899657529188,1.7152899657529188,45.259521484375,300.0,True
with_shelf,2,13,3,52,-3.9850542730072767,3.9850542730072767,57.100860595703125,300.0,False
with_shelf,2,14,0,53,-1.7145783584396672,1.7145783584396672,45.22100830078125,300.0,True
with_shelf,2,14,1,54,-1.7157329295696275,1.7157329295696275,45.0670166015625,300.0,True
with_shelf,2,14,2,55,-1.7145783584396672,1.7145783584396672,45.22100830078125,300.0,True
with_shelf,2,14,3,56,-1.806727436684806,1.806727436684806,46.12852478027344,300.0,True
with_shelf,2,15,0,57,-1.7145783584396672,1.7145783584396672,45.22100830078125,300.0,True
with_shelf,2,15,1,58,-2.7146532201245535,2.7146532201245535,70.79022216796875,300.0,True
with_shelf,2,15,2,59,-1.7061774556386493,1.7061774556386493,44.121002197265625,300.0,True
with_shelf,2,15,3,60,-1.8089505384016293,1.8089505384016293,46.52452087402344,300.0,True
with_shelf,2,16,0,61,-1.7061774556386493,1.7061774556386493,44.121002197265625,300.0,True
with_shelf,2,16,1,62,-1.7061774556386493,1.7061774556386493,44.121002197265625,300.0,True
with_shelf,2,16,2,63,-1.7359622632734653,1.7359622632734653,46.156036376953125,300.0,True
with_shelf,2,16,3,64,-1.7269175367740797,1.7269175367740797,45.7269287109375,300.0,True
with_shelf,2,17,0,65,-1.7315328213633723,1.7315328213633723,46.7115478515625,300.0,True
with_shelf,2,17,1,66,-1.7306180264055695,1.7306180264055695,45.93052673339844,300.0,True
with_shelf,2,17,2,67,-1.7192324325913697,1.7192324325913697,45.68852233886719,300.0,True
with_shelf,2,17,3,68,-1.7258379629872889,1.7258379629872889,45.331024169921875,300.0,True
with_shelf,2,18,0,69,-1.7365482436090844,1.7365482436090844,46.073516845703125,300.0,True
with_shelf,2,18,1,70,-1.7061774556386493,1.7061774556386493,44.121002197265625,300.0,True
with_shelf,2,18,2,71,-1.7193016825976741,1.7193016825976741,45.149505615234375,300.0,True
with_shelf,2,18,3,72,-8.844607300433873,8.844607300433873,83.69888305664062,300.0,False
with_shelf,2,19,0,73,-1.7365482436090844,1.7365482436090844,46.073516845703125,300.0,True
with_shelf,2,19,1,74,-1.7303287171687782,1.7303287171687782,45.97453308105469,300.0,True
with_shelf,2,19,2,75,-15.092844185371119,15.092844185371119,39.643951416015625,300.0,False
with_shelf,2,19,3,76,-2.0425823391039093,2.0425823391039093,69.90463256835938,300.0,True
with_shelf,2,20,0,77,-3.263335245568655,3.263335245568655,56.587982177734375,300.0,False
with_shelf,2,20,1,78,-4.2753110234717004,4.2753110234717004,58.884521484375,300.0,False
with_shelf,2,20,2,79,-4.102937043297484,4.102937043297484,64.59942626953125,300.0,False
with_shelf,2,20,3,80,-8.80081317736673,8.80081317736673,95.51278686523438,300.0,False
with_shelf,3,1,0,1,-14.185441047186806,14.185441047186806,16.983917236328125,300.0,False
with_shelf,3,1,1,2,-14.109310835302242,14.109310835302242,18.683441162109375,300.0,False
with_shelf,3,1,2,3,-1.9337998489677828,1.9337998489677828,39.7374267578125,300.0,True
with_shelf,3,1,3,4,-2.1191443711173283,2.1191443711173283,42.855987548828125,300.0,True
with_shelf,3,2,0,5,-1.9337998489677828,1.9337998489677828,39.7374267578125,300.0,True
with_shelf,3,2,1,6,-1.9337998489677828,1.9337998489677828,39.7374267578125,300.0,True
with_shelf,3,2,2,7,-1.9665944329200764,1.9665944329200764,40.3974609375,300.0,True
with_shelf,3,2,3,8,-1.9337998489677828,1.9337998489677828,39.7374267578125,300.0,True
with_shelf,3,3,0,9,-14.210022258183383,14.210022258183383,16.675933837890625,300.0,False
with_shelf,3,3,1,10,-1.8583417445524228,1.8583417445524228,37.955413818359375,300.0,True
with_shelf,3,3,2,11,-1.8076844329548494,1.8076844329548494,36.56402587890625,300.0,True
with_shelf,3,3,3,12,-1.9638934575475666,1.9638934575475666,40.32044982910156,300.0,True
with_shelf,3,4,0,13,-14.186200126207961,14.186200126207961,16.956405639648438,300.0,False
with_shelf,3,4,1,14,-1.7619159079229054,1.7619159079229054,35.68951416015625,300.0,True
with_shelf,3,4,2,15,-1.7619159079229054,1.7619159079229054,35.68951416015625,300.0,True
with_shelf,3,4,3,16,-14.196586455648038,14.196586455648038,16.81341552734375,300.0,False
with_shelf,3,5,0,17,-1.7619159079229054,1.7619159079229054,35.68951416015625,300.0,True
with_shelf,3,5,1,18,-14.152982970682444,14.152982970682444,17.88043212890625,300.0,False
with_shelf,3,5,2,19,-1.7619159079229054,1.7619159079229054,35.68951416015625,300.0,True
with_shelf,3,5,3,20,-1.7338778579691299,1.7338778579691299,35.06251525878906,300.0,True
with_shelf,3,6,0,21,-1.7338778579691299,1.7338778579691299,35.06251525878906,300.0,True
with_shelf,3,6,1,22,-1.647612772920391,1.647612772920391,32.47198486328125,300.0,True
with_shelf,3,6,2,23,-1.737743145467795,1.737743145467795,35.134002685546875,300.0,True
with_shelf,3,6,3,24,-1.7515067591895295,1.7515067591895295,35.430999755859375,300.0,True
with_shelf,3,7,0,25,-1.647612772920391,1.647612772920391,32.47198486328125,300.0,True
with_shelf,3,7,1,26,-1.647612772920391,1.647612772920391,32.47198486328125,300.0,True
with_shelf,3,7,2,27,-1.7341768084097455,1.7341768084097455,34.4739990234375,300.0,True
with_shelf,3,7,3,28,-1.647612772920391,1.647612772920391,32.47198486328125,300.0,True
with_shelf,3,8,0,29,-1.6640241452769184,1.6640241452769184,32.823974609375,300.0,True
with_shelf,3,8,1,30,-1.694752270228069,1.694752270228069,33.84698486328125,300.0,True
with_shelf,3,8,2,31,-1.7298095917526424,1.7298095917526424,34.496002197265625,300.0,True
with_shelf,3,8,3,32,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,9,0,33,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,9,1,34,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,9,2,35,-1.7253997998304547,1.7253997998304547,34.149505615234375,300.0,True
with_shelf,3,9,3,36,-1.691426171971427,1.691426171971427,33.94050598144531,300.0,True
with_shelf,3,10,0,37,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,10,1,38,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,10,2,39,-1.647612772920391,1.647612772920391,32.47198486328125,300.0,True
with_shelf,3,10,3,40,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,11,0,41,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,11,1,42,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,11,2,43,-1.649270937165349,1.649270937165349,32.73048400878906,300.0,True
with_shelf,3,11,3,44,-1.6846186004585673,1.6846186004585673,33.885498046875,300.0,True
with_shelf,3,12,0,45,-2.0575767164003755,2.0575767164003755,43.537994384765625,300.0,True
with_shelf,3,12,1,46,-1.636962670489396,1.636962670489396,32.13645935058594,300.0,True
with_shelf,3,12,2,47,-1.6722128292151184,1.6722128292151184,33.175994873046875,300.0,True
with_shelf,3,12,3,48,-1.637731691478713,1.637731691478713,32.3399658203125,300.0,True
with_shelf,3,13,0,49,-1.6454836261217767,1.6454836261217767,32.455474853515625,300.0,True
with_shelf,3,13,1,50,-1.6454836261217767,1.6454836261217767,32.455474853515625,300.0,True
with_shelf,3,13,2,51,-1.6454836261217767,1.6454836261217767,32.455474853515625,300.0,True
with_shelf,3,13,3,52,-1.6454836261217767,1.6454836261217767,32.455474853515625,300.0,True
with_shelf,3,14,0,53,-1.637731691478713,1.637731691478713,32.3399658203125,300.0,True
with_shelf,3,14,1,54,-1.637731691478713,1.637731691478713,32.3399658203125,300.0,True
with_shelf,3,14,2,55,-1.6482266411960302,1.6482266411960302,32.48297119140625,300.0,True
with_shelf,3,14,3,56,-1.6482266411960302,1.6482266411960302,32.48297119140625,300.0,True
with_shelf,3,15,0,57,-1.637731691478713,1.637731691478713,32.3399658203125,300.0,True
with_shelf,3,15,1,58,-1.63741065115841,1.63741065115841,32.317962646484375,300.0,True
with_shelf,3,15,2,59,-1.6764397365384298,1.6764397365384298,33.032989501953125,300.0,True
with_shelf,3,15,3,60,-1.6482266411960302,1.6482266411960302,32.48297119140625,300.0,True
with_shelf,3,16,0,61,-1.63741065115841,1.63741065115841,32.317962646484375,300.0,True
with_shelf,3,16,1,62,-1.63741065115841,1.63741065115841,32.317962646484375,300.0,True
with_shelf,3,16,2,63,-1.6052459036720896,1.6052459036720896,31.564468383789062,300.0,True
with_shelf,3,16,3,64,-1.6565780914855301,1.6565780914855301,32.81846618652344,300.0,True
with_shelf,3,17,0,65,-1.6052459036720896,1.6052459036720896,31.564468383789062,300.0,True
with_shelf,3,17,1,66,-1.6052459036720896,1.6052459036720896,31.564468383789062,300.0,True
with_shelf,3,17,2,67,-1.6052459036720896,1.6052459036720896,31.564468383789062,300.0,True
with_shelf,3,17,3,68,-1.6052459036720896,1.6052459036720896,31.564468383789062,300.0,True
with_shelf,3,18,0,69,-1.6106018675149123,1.6106018675149123,31.624969482421875,300.0,True
with_shelf,3,18,1,70,-1.5676553914415021,1.5676553914415021,30.4864501953125,300.0,True
with_shelf,3,18,2,71,-1.6060041971728898,1.6060041971728898,31.498458862304688,300.0,True
with_shelf,3,18,3,72,-1.5676553914415021,1.5676553914415021,30.4864501953125,300.0,True
with_shelf,3,19,0,73,-1.569578615221753,1.569578615221753,30.557952880859375,300.0,True
with_shelf,3,19,1,74,-1.606885526141538,1.606885526141538,31.410446166992188,300.0,True
with_shelf,3,19,2,75,-1.5676553914415021,1.5676553914415021,30.4864501953125,300.0,True
with_shelf,3,19,3,76,-1.5977257346923062,1.5977257346923062,31.333465576171875,300.0,True
with_shelf,3,20,0,77,-1.5676553914415021,1.5676553914415021,30.4864501953125,300.0,True
with_shelf,3,20,1,78,-1.6707378972262057,1.6707378972262057,33.02748107910156,300.0,True
with_shelf,3,20,2,79,-1.6707378972262057,1.6707378972262057,33.02748107910156,300.0,True
with_shelf,3,20,3,80,-1.6707378972262057,1.6707378972262057,33.02748107910156,300.0,True
with_shelf,4,1,0,1,-14.072003317445802,14.072003317445802,19.865966796875,300.0,False
with_shelf,4,1,1,2,-14.170359576721387,14.170359576721387,17.236907958984375,300.0,False
with_shelf,4,1,2,3,-14.196773825286703,14.196773825286703,16.631927490234375,300.0,False
with_shelf,4,1,3,4,-11.339165259286359,11.339165259286359,300.0,300.0,False
with_shelf,4,2,0,5,-13.974218101842926,13.974218101842926,25.81146240234375,300.0,False
with_shelf,4,2,1,6,-14.712171867247001,14.712171867247001,79.0401611328125,300.0,False
with_shelf,4,2,2,7,-5.041427756087805,5.041427756087805,179.2176513671875,300.0,True
with_shelf,4,2,3,8,-8.03835513238709,8.03835513238709,268.4881591796875,300.0,True
with_shelf,4,3,0,9,-4.384147947849961,4.384147947849961,149.57220458984375,300.0,True
with_shelf,4,3,1,10,-5.327647829667477,5.327647829667477,180.87313842773438,300.0,True
with_shelf,4,3,2,11,-11.699674871275638,11.699674871275638,126.42816162109375,300.0,False
with_shelf,4,3,3,12,-5.041427756087805,5.041427756087805,179.2176513671875,300.0,True
with_shelf,4,4,0,13,-5.393762784428837,5.393762784428837,195.22808837890625,300.0,True
with_shelf,4,4,1,14,-4.384147947849961,4.384147947849961,149.57220458984375,300.0,True
with_shelf,4,4,2,15,-4.384147947849961,4.384147947849961,149.57220458984375,300.0,True
with_shelf,4,4,3,16,-4.358346852696753,4.358346852696753,149.605224609375,300.0,True
with_shelf,4,5,0,17,-4.358346852696753,4.358346852696753,149.605224609375,300.0,True
with_shelf,4,5,1,18,-4.520848519970888,4.520848519970888,167.23846435546875,300.0,True
with_shelf,4,5,2,19,-4.578433400660449,4.578433400660449,148.70315551757812,300.0,True
with_shelf,4,5,3,20,-5.306770997725416,5.306770997725416,198.35211181640625,300.0,True
with_shelf,4,6,0,21,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,6,1,22,-4.964095956613825,4.964095956613825,161.7274169921875,300.0,True
with_shelf,4,6,2,23,-4.387337994451526,4.387337994451526,150.83197021484375,300.0,True
with_shelf,4,6,3,24,-7.32107917333364,7.32107917333364,240.6470947265625,300.0,True
with_shelf,4,7,0,25,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,7,1,26,-5.044552590663451,5.044552590663451,170.593505859375,300.0,True
with_shelf,4,7,2,27,-4.423290943088911,4.423290943088911,149.85296630859375,300.0,True
with_shelf,4,7,3,28,-6.518111081969009,6.518111081969009,218.05856323242188,300.0,True
with_shelf,4,8,0,29,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,8,1,30,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,8,2,31,-4.721943334706175,4.721943334706175,159.30172729492188,300.0,True
with_shelf,4,8,3,32,-4.885597676272452,4.885597676272452,167.282470703125,300.0,True
with_shelf,4,9,0,33,-13.910632597072642,13.910632597072642,21.449981689453125,300.0,False
with_shelf,4,9,1,34,-4.6919226041916,4.6919226041916,158.146728515625,300.0,True
with_shelf,4,9,2,35,-6.189423686319633,6.189423686319633,199.98016357421875,300.0,True
with_shelf,4,9,3,36,-5.816378699442964,5.816378699442964,172.09503173828125,300.0,True
with_shelf,4,10,0,37,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,10,1,38,-4.890292583030134,4.890292583030134,163.5203857421875,300.0,True
with_shelf,4,10,2,39,-4.657976730644797,4.657976730644797,152.52590942382812,300.0,True
with_shelf,4,10,3,40,-6.9817138909015215,6.9817138909015215,279.4385681152344,300.0,True
with_shelf,4,11,0,41,-4.428373096441986,4.428373096441986,149.48965454101562,300.0,True
with_shelf,4,11,1,42,-4.646544721925226,4.646544721925226,146.39324951171875,300.0,True
with_shelf,4,11,2,43,-5.0177510825613005,5.0177510825613005,171.42401123046875,300.0,True
with_shelf,4,11,3,44,-7.937955318480158,7.937955318480158,243.44662475585938,300.0,False
with_shelf,4,12,0,45,-6.4287392361957325,6.4287392361957325,223.74566650390625,300.0,True
with_shelf,4,12,1,46,-5.718469553116486,5.718469553116486,196.31710815429688,300.0,True
with_shelf,4,12,2,47,-6.6373538259964855,6.6373538259964855,226.53970336914062,300.0,True
with_shelf,4,12,3,48,-4.6173245947510875,4.6173245947510875,150.21047973632812,300.0,True
with_shelf,4,13,0,49,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,13,1,50,-5.1345162887328755,5.1345162887328755,173.82205200195312,300.0,True
with_shelf,4,13,2,51,-6.208680840997351,6.208680840997351,205.51870727539062,300.0,True
with_shelf,4,13,3,52,-8.107367201249009,8.107367201249009,277.1944885253906,300.0,True
with_shelf,4,14,0,53,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,14,1,54,-4.183564099174278,4.183564099174278,137.35665893554688,300.0,True
with_shelf,4,14,2,55,-6.3669702088951965,6.3669702088951965,209.74246215820312,300.0,True
with_shelf,4,14,3,56,-6.343758572044926,6.343758572044926,217.66256713867188,300.0,True
with_shelf,4,15,0,57,-3.753910064069314,3.753910064069314,130.7293701171875,300.0,True
with_shelf,4,15,1,58,-4.076659945945673,4.076659945945673,137.24667358398438,300.0,True
with_shelf,4,15,2,59,-5.1953228018691675,5.1953228018691675,181.58816528320312,300.0,True
with_shelf,4,15,3,60,-5.014040576675418,5.014040576675418,168.7454833984375,300.0,True
with_shelf,4,16,0,61,-3.685476520722776,3.685476520722776,135.01925659179688,300.0,True
with_shelf,4,16,1,62,-4.076659945945673,4.076659945945673,137.24667358398438,300.0,True
