case_id,stage,iteration,phase_id,phase_offset_T,ablation,target_reached,termination,episode_duration_T,sampled_duration_T,time_to_capture_T,min_distance_L,final_distance_L,control_effort_accel_sq_T,control_effort_rate_accel_sq,acceleration_saturation_fraction,rate_saturation_fraction,angle_saturation_fraction,mean_body_axis_force,rms_body_axis_force,mean_pressure_body_axis_force,mean_viscous_body_axis_force,rms_lateral_force,rms_yaw_moment,rms_relative_crossflow,rms_bearing,rms_yaw_rate,mean_closing_speed,near_target_rms_bearing,near_target_rms_yaw_rate,near_target_rms_crossflow,mean_phi1_rad,mean_phi2_rad,rms_tail_tangent_rad,sideslip_speed_floor_U,near_target_sample_count,sample_count,common_30T_window_T,common_30T_window_clock_basis,common_30T_window_coverage_tolerance_T,common_30T_coverage_T,common_30T_complete,common_30T_control_effort_accel_sq_T,common_30T_control_effort_rate_accel_sq,common_30T_mean_body_axis_force,common_30T_mean_pressure_body_axis_force,common_30T_mean_viscous_body_axis_force,common_30T_rms_lateral_force,common_30T_rms_yaw_moment,common_30T_rms_relative_crossflow,peak_abs_crossflow_time_T,peak_abs_crossflow_signed_value_U,peak_abs_crossflow_magnitude_U,peak_abs_crossflow_distance_L,peak_abs_crossflow_bearing_rad,peak_abs_yaw_moment_time_T,peak_abs_yaw_moment_signed_value_L2,peak_abs_yaw_moment_magnitude_L2,global_yaw_moment_peak_time_minus_crossflow_peak_time_T,crossflow_response_window_T,crossflow_response_window_clock_basis,crossflow_response_window_coverage_tolerance_T,crossflow_response_window_coverage_T,crossflow_response_window_complete,crossflow_response_lateral_force_rms,crossflow_response_peak_abs_lateral_force,crossflow_response_peak_abs_lateral_force_lag_T,crossflow_response_peak_abs_lateral_force_signed_value,crossflow_response_yaw_moment_rms,crossflow_response_peak_abs_yaw_moment,crossflow_response_peak_abs_yaw_moment_lag_T,crossflow_response_peak_abs_yaw_moment_signed_value,crossflow_response_yaw_rate_rms,crossflow_response_peak_abs_yaw_rate,crossflow_response_peak_abs_yaw_rate_lag_T,crossflow_response_peak_abs_yaw_rate_signed_value,joint1_bias_rad,joint2_bias_rad,tail_tangent_bias_rad,tail_tangent_half_range_amplitude_rad,tail_tangent_centered_rms_amplitude_rad,tail_tangent_rate_rms_rad_per_T,tail_tangent_accel_command_definition,tail_tangent_accel_command_rms_rad_per_T2,tail_tangent_upcrossing_count,tail_tangent_upcrossing_frequency_per_T,curvature_kappa_L_proxy_definition,curvature_kappa_L_gain_per_rad,curvature_joint1_support_start_s_over_L,curvature_joint1_support_end_s_over_L,curvature_joint2_support_start_s_over_L,curvature_joint2_support_end_s_over_L,curvature_smootherstep_transition_supports_overlap,curvature_smootherstep_derivative_supports_overlap,curvature_kappa_L_joint1_max_abs,curvature_kappa_L_joint1_weighted_rms,curvature_kappa_L_joint2_max_abs,curvature_kappa_L_joint2_weighted_rms,curvature_kappa_L_whole_body_max_abs_proxy,curvature_kappa_L_instantaneous_spatial_peak_weighted_rms_proxy,common_30T_kinematic_window_T,common_30T_kinematic_window_clock_basis,common_30T_kinematic_window_coverage_tolerance_T,common_30T_kinematic_coverage_T,common_30T_kinematic_complete,common_30T_tail_tangent_bias_rad,common_30T_tail_tangent_half_range_amplitude_rad,common_30T_tail_tangent_centered_rms_amplitude_rad,common_30T_tail_tangent_accel_command_rms_rad_per_T2,common_30T_tail_tangent_upcrossing_frequency_per_T,common_30T_curvature_kappa_L_joint1_weighted_rms,common_30T_curvature_kappa_L_joint2_weighted_rms,common_30T_curvature_kappa_L_spatial_peak_weighted_rms_proxy,near_target_threshold_L,near_target_entered,near_target_entry_time_T,near_target_duration_T,near_target_control_effort_accel_sq_T,near_target_control_effort_rate_accel_sq,near_target_sideslip_rms_rad,near_target_mean_abs_sideslip_rad,near_target_peak_abs_sideslip_rad,near_target_outcome,diagnostic_closest_approach_time_T,diagnostic_closest_approach_distance_L,diagnostic_closest_approach_bearing_rad,diagnostic_closest_approach_sideslip_rad,diagnostic_closest_approach_closing_speed_L_per_T,control_effort_to_capture_accel_sq_T,control_effort_to_noncapture_termination_accel_sq_T,control_effort_outcome_basis,bearing_steering_available,bearing_steering_raw_contribution_rms,bearing_steering_postclip_contribution_rms,phase_asymmetry_available,phase_asymmetry_raw_contribution_rms,phase_asymmetry_postclip_contribution_rms,response_burst_available,response_burst_raw_contribution_rms,response_burst_postclip_contribution_rms,crossflow_force_assistance_available,crossflow_force_assistance_raw_contribution_rms,crossflow_force_assistance_postclip_contribution_rms,moment_assistance_available,moment_assistance_raw_contribution_rms,moment_assistance_postclip_contribution_rms,speed_release_available,speed_release_raw_contribution_rms,speed_release_postclip_contribution_rms
iteration_19__phase_0__nominal,iteration_19,19,phase_0,0.0,nominal,True,target_reached,33.725982666015625,33.72599981725216,33.725982666015625,0.7488452196121216,0.7488452196121216,45776.314237721504,1357.3004354434331,0.0,0.1314416177429876,0.0,-1.045825775353206,53.63024247059623,-1.6397020291671838,0.5938762538139776,126.37995238871632,0.33785267964572013,0.3056479012064669,0.38692198493074037,2.217990582748671,0.34607378873484546,0.3140976651637256,2.392089109015115,0.3716816862598724,0.0327269203962339,0.0023050023274418952,0.4300711577845358,0.2,514,6132,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,40248.00851851809,1341.600283950603,-1.0303318002005315,-1.6095022460207735,0.579170445820242,133.3074295451053,0.35389238012080476,0.29776145724387254,8.42596435546875,0.7331629991531372,0.7331629991531372,12.05749797821045,0.19983476400375366,7.65594482421875,4.188623963331338,4.188623963331338,-0.77001953125,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,329.6096364280132,1599.8047090378836,0.0,1599.8047090378836,0.7960171349765853,3.993633318526207,0.0,3.993633318526207,2.476991470982641,3.5942935943603516,0.4949951171875,-3.5942935943603516,0.0327269203962339,0.0023050023274418952,0.03503192272367579,0.7503089714410609,0.4286420011482934,3.7578763308194234,active_clipped_a1 + active_clipped_a2,35.12398756557781,48,1.4365509650871078,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.474455946976293,2.4451812434597424,3.939470792324515,2.392326838637549,4.474455946976293,3.0500069926055664,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.042393559126100905,0.7425020966029205,0.42451693825786857,34.73910051710043,1.4396548830359137,2.435673060431343,2.389954664074168,3.0418262252617754,2.25,True,30.898956298828125,2.8269999846816063,4192.000674615835,1482.8442509128502,0.30473596120967145,0.2723716918497266,0.5040331695829883,captured_after_logged_entry,33.720489501953125,0.7522433400154114,0.16432540118694305,0.02764453295167391,0.6210828993055556,45776.314237721504,,to_capture,True,4.763683653377195,4.763683653377195,True,0.8790866176817381,0.8790866176817381,True,0.38983670905021334,0.38983670905021334,True,0.014696972875211933,0.014696972875211933,True,0.0975464534980981,0.0975464534980981,True,0.08951298015740397,0.08951298015740397
seed__phase_0__nominal,seed,0,phase_0,0.0,nominal,False,left_domain,50.126922607421875,50.126999728381634,,8.614948272705078,12.122641563415527,75002.32361671723,1496.246015582922,0.9184770682466535,0.14406407724380074,0.0,-0.6072447149461776,9.972523815664392,-1.0084669843171603,0.4012222693709827,30.592333315666817,0.1322592740304736,0.22627195148443155,0.9545628479025315,1.936549375396185,0.006074330779209281,,,,0.0006328238883880465,0.0003229457129779845,0.3358032217261071,0.2,0,9114,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,43244.21495220083,1441.4738317400277,-0.5764041447323406,-0.9428491444337899,0.36644499970144917,30.161686296998607,0.12838562545796542,0.21631113392522844,31.60845947265625,-0.5475761294364929,0.5475761294364929,8.722495079040527,1.1557825803756714,36.42652893066406,-0.5295231367144879,0.5295231367144879,4.8180694580078125,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,30.771603290047562,81.91819598445115,0.319000244140625,81.91819598445115,0.12668362726238197,0.3072408050533113,0.511505126953125,-0.3072408050533113,2.124171767612791,3.3132693767547607,0.511505126953125,3.3132693767547607,0.0006328238883880465,0.0003229457129779845,0.0009557696013660314,0.5269828994611413,0.3358018615584228,3.0784367877543333,active_clipped_a1 + active_clipped_a2,30.951348340501944,74,1.4760662699966383,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,3.4409339859281545,2.378656535970761,3.482257159075568,2.3821720053058497,3.482257159075568,2.955549952756192,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.0013296850858621264,0.5269404306532258,0.3220183792430046,29.931545888848543,1.5027383256516889,2.2995893235807783,2.305051440240022,2.8558054119358194,2.25,False,,,,,,,,never_entered,31.9439697265625,8.614948272705078,0.6075255870819092,-0.6058455008298537,0.016101108033240996,,75002.32361671723,to_left_domain,False,,,False,,,False,,,False,,,False,,,False,,
seed__phase_1__nominal,seed,0,phase_1,6.018518518518519,nominal,False,left_domain,43.86802673339844,43.86799976229668,,11.607734680175781,14.448447227478027,65121.42230799649,1484.4857905731672,0.9068455366098295,0.14042126379137412,0.0,-0.5976825225531467,9.696861519476597,-0.9763728665866068,0.3786903440334602,29.877531870054064,0.12937433175440555,0.2243926692936787,1.1081870179883218,1.9195979097361948,-0.04607470137356899,,,,0.0007501727923705254,0.00033662863945055013,0.33295939684365694,0.2,0,7976,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,43244.21495220083,1441.4738317400277,-0.5788970437132936,-0.933696993969252,0.3547999502559584,28.958842573384775,0.12576762215857598,0.2178567301715804,8.514053344726562,-0.48810338973999023,0.48810338973999023,12.789044380187988,1.0915277004241943,11.72601318359375,0.5409262343264345,0.5409262343264345,3.2119598388671875,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,27.191800406906673,62.65246090573941,0.08245849609375,-62.65246090573941,0.12705553712738704,0.2717982810274435,0.0219879150390625,-0.2717982810274435,1.7663912345812234,2.9482743740081787,0.3024139404296875,-2.9482743740081787,0.0007501727923705254,0.00033662863945055013,0.001086801431821076,0.5269720046448519,0.3329576231431556,3.055501548810802,active_clipped_a1 + active_clipped_a2,30.742172685827832,65,1.4816775232947061,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,3.4409278751015853,2.3621546646678766,3.482257159075568,2.365647458614799,3.482257159075568,2.934511532158549,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.0013296850858621264,0.5269404306532258,0.3220183792430046,29.931545888848543,1.5027312775105717,2.2995893235807783,2.305051440240022,2.8558054119358194,2.25,False,,,,,,,,never_entered,28.45709228515625,11.607734680175781,0.8100342154502869,-0.5907569802877726,0.0031163434903047093,,65121.42230799649,to_left_domain,False,,,False,,,False,,,False,,,False,,,False,,
seed__phase_2__nominal,seed,0,phase_2,12.037037037037038,nominal,False,left_domain,42.355499267578125,42.355499770492315,,12.423931121826172,14.931493759155273,62716.46801189043,1480.7160428215022,0.9035190235034412,0.13985196727697702,0.0,-0.5990756265778976,10.300412103545176,-0.9735903599122273,0.37451473333432983,31.939640362810547,0.13459882004199908,0.22606654801503664,1.1819362442645103,1.9180388788738896,-0.059190789575548,,,,-0.00046103384078831437,0.0011099683993808839,0.3324892474364956,0.2,0,7701,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,43244.21495220083,1441.4738317400277,-0.5703535662680099,-0.9134791668049159,0.343125600536906,30.81354468037103,0.1302218093324225,0.22298889609487513,8.50848388671875,-0.506256639957428,0.506256639957428,13.002924919128418,1.3195937871932983,13.7994384765625,0.5245527651686643,0.5245527651686643,5.29095458984375,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,33.24601980250991,106.91986213841717,0.45098876953125,106.91986213841717,0.1407060313427211,0.41007663431180674,0.45098876953125,0.41007663431180674,1.780068824285462,2.961556911468506,0.302490234375,-2.961556911468506,-0.00046103384078831437,0.0011099683993808839,0.00064893455859257,0.5269679821607327,0.33248861415817815,3.0470003517987956,active_clipped_a1 + active_clipped_a2,30.72653115625974,63,1.4831450987755883,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,3.4409278751015853,2.354740763146978,3.482257159075568,2.361784264930796,3.482257159075568,2.9278671063142507,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.0013296850858621264,0.5269404306532258,0.3220183792430046,29.931545888848543,1.502737437369579,2.2995893235807783,2.305051440240022,2.8558054119358194,2.25,False,,,,,,,,never_entered,0.0,12.423931121826172,0.15332452952861786,0.0,-0.0,,62716.46801189043,to_left_domain,False,,,False,,,False,,,False,,,False,,,False,,
iteration_1__phase_0__nominal,iteration_1,1,phase_0,0.0,nominal,True,target_reached,62.3038330078125,62.30399966239929,62.3038330078125,0.7495903372764587,0.7495903372764587,89487.61788890383,1436.3061500674403,0.866260593220339,0.12014477401129943,0.0,-0.6318914920445221,10.852622561865196,-1.045914958846055,0.4140234668015328,30.68145879303133,0.1283717591557294,0.26153578426438023,0.6176580237866525,1.9339610352446663,0.1873321136748591,0.511072951820431,2.147750708235204,0.39452168182069675,0.05665964271104092,-0.02885958608443776,0.33898342769830286,0.2,824,11328,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,37962.63985352054,1265.4213284506845,-0.5222945762983165,-0.8454669986815203,0.32317242238320376,29.486249385256215,0.11893465488870056,0.20118788101511964,57.837982177734375,0.7235413193702698,0.7235413193702698,2.2199759483337402,0.009892759844660759,30.43695068359375,0.5683354559266105,0.5683354559266105,-27.401031494140625,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,25.036584478906175,50.05997015966856,0.13751220703125,50.05997015966856,0.131728551457338,0.272580612467209,0.076995849609375,0.272580612467209,1.9790397471358598,3.3555619716644287,0.0,-3.3555619716644287,0.05665964271104092,-0.02885958608443776,0.02780005662660316,0.5779512798751083,0.33784156213475003,3.1261354699164414,active_clipped_a1 + active_clipped_a2,31.473435183112286,94,1.5116711512372814,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,3.9963311721085217,2.3246165679355943,3.7412943203087674,2.2973720524358545,3.9963311721085217,2.880626847602733,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.036343358734617734,0.5494524840079346,0.2993001135233215,28.23835213957871,1.5734801172742015,2.1562631555695995,2.116827911018629,2.653674193062182,2.25,True,57.77197265625,4.531999975442886,7239.3141736434645,1597.3773638284295,0.4182933288578988,0.33807219748676165,0.7343442687337931,captured_after_logged_entry,62.29833984375,0.7524005174636841,-0.5445681214332581,0.5733898409604629,0.512269078038674,89487.61788890383,,to_capture,True,9.555759784082406,6.109691629317613,False,,,False,,,False,,,False,,,False,,
iteration_1__phase_1__nominal,iteration_1,1,phase_1,6.018518518518519,nominal,True,target_reached,61.940765380859375,61.940999664366245,61.940765380859375,0.7491559982299805,0.7491559982299805,88846.45116396665,1434.3722517458611,0.8615698810158053,0.11241342567927544,0.0,-0.6350795832573206,11.032185986041204,-1.0431286032882667,0.40804902003094623,31.281743159813548,0.1298555618301111,0.2607680784059588,0.6260944256402416,1.933556800377922,0.18843805047874493,0.3253456930770914,2.145860675721692,0.3709047067641976,0.0539597755540141,-0.026984691900234857,0.339785759084011,0.2,741,11262,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,37593.96402341251,1253.1321341137505,-0.5056739256904178,-0.8037475023421028,0.29807357665168493,30.363619920272875,0.12029678998969465,0.20007421782986548,50.8751220703125,0.6775937676429749,0.6775937676429749,4.881241321563721,0.05212346464395523,50.3140869140625,0.5250030215888088,0.5250030215888088,-0.56103515625,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,37.72712660401487,113.31766631893582,0.098968505859375,113.31766631893582,0.15426135914645045,0.42630005277999317,0.098968505859375,0.42630005277999317,1.859108190660462,3.0749690532684326,0.291473388671875,3.0749690532684326,0.0539597755540141,-0.026984691900234857,0.026975083653779243,0.575648571431385,0.33871331083701034,3.146504586115851,active_clipped_a1 + active_clipped_a2,31.70992269467468,94,1.5180271575472628,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.001612035567206,2.302845594959176,3.71649885880776,2.2778228115051786,4.001612035567206,2.85685236108876,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.03722731063685761,0.5449491795282497,0.2951909476963394,27.849251597999146,1.5763950481895674,2.150842812950885,2.111965611145391,2.645138808166095,2.25,True,57.865386962890625,4.075499977916479,6588.39379968861,1616.5854092475788,0.3826931846800677,0.3150784851317884,0.7108041521336196,captured_after_logged_entry,61.935272216796875,0.7521072030067444,-0.36295267939567566,0.13808698908615666,0.5406703211325967,88846.45116396665,,to_capture,True,9.20914639414613,5.885500203053179,False,,,False,,,False,,,False,,,False,,
iteration_1__phase_2__nominal,iteration_1,1,phase_2,12.037037037037038,nominal,False,left_domain,52.95928955078125,52.95949971303344,,12.421948432922363,13.12936782836914,74535.32701096145,1407.4024002273225,0.849309377920864,0.13085470973102087,0.0,-0.5662360302316285,13.512521887262926,-0.93715927911022,0.3709232488785914,37.55387041950632,0.13793303585026057,0.21630967084693165,1.078745264712623,1.8708992812970078,-0.013323079637640227,,,,0.07341939848910818,-0.03217583233625261,0.32676834390640136,0.2,0,9629,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,38289.96879336884,1276.3322931122946,-0.5190042055032473,-0.8259543546807916,0.3069501491775443,33.939089223870816,0.12670968377810493,0.20083939241064253,15.44940185546875,0.5090686678886414,0.5090686678886414,13.953119277954102,0.9345697164535522,49.4998779296875,0.6125796719206633,0.6125796719206633,34.05047607421875,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,43.22513672614846,166.84079356430817,0.016510009765625,166.84079356430817,0.14059137783084366,0.42921947977470154,0.016510009765625,0.42921947977470154,2.0859484958312677,3.2083709239959717,0.5170135498046875,-3.2083709239959717,0.07341939848910818,-0.03217583233625261,0.04124356615285558,0.5295405540918117,0.32415508453566977,2.974478031848089,active_clipped_a1 + active_clipped_a2,30.00860439568215,80,1.5075625006595597,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.004475131735467,2.3541203073822965,3.7418214479652283,2.3077804705372325,4.004475131735467,2.894224136033093,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.04055002243280678,0.5295405540918117,0.2981648586170381,28.02573987774009,1.5615974557884915,2.1895059833774244,2.1446947363145727,2.68759253752023,2.25,False,,,,,,,,never_entered,33.495025634765625,12.421948432922363,0.8252114653587341,-0.692845461294501,0.006597222222222222,,74535.32701096145,to_left_domain,True,11.101512250225882,6.899174157933235,False,,,False,,,False,,,False,,,False,,
iteration_6__phase_0__nominal,iteration_6,6,phase_0,0.0,nominal,True,target_reached,45.727020263671875,45.72699975222349,45.727020263671875,0.749966025352478,0.749966025352478,57828.71288095123,1264.6513699630882,0.0,0.09910993504931441,0.0,-0.8406434103180355,27.8284779559243,-1.3283334479224032,0.4876900376043675,66.5662909216692,0.1951567792390493,0.2813556333292829,0.520019198479941,2.0438346830106724,0.25523002195096617,0.32841189044735153,2.336088345965578,0.3568461521566416,0.04828852796780095,-0.008236914618960195,0.3910040297766921,0.2,573,8314,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,34499.21731492133,1149.9739104973776,-0.7054527717572391,-1.096520112712468,0.39106734095522877,77.0263617809888,0.21232307088501493,0.24138258173798668,42.069488525390625,0.6797739863395691,0.6797739863395691,2.4790492057800293,-0.25417864322662354,14.470489501953125,1.7270237842183178,1.7270237842183178,-27.5989990234375,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,52.8643944503019,131.81314313807536,0.5169830322265625,-131.81314313807536,0.1898045920231696,0.48140260576667515,0.126495361328125,0.48140260576667515,2.183869954592945,3.508894205093384,0.3189849853515625,3.508894205093384,0.04828852796780095,-0.008236914618960195,0.040051613348840755,0.7064692627943333,0.3889473223583976,3.4220299311946554,active_clipped_a1 + active_clipped_a2,32.441319658794235,67,1.4610290757160953,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.649518462941806,2.3615153860463796,4.229864838884086,2.3141348646391457,4.649518462941806,2.9313607640240167,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.05705029665280824,0.6887846673771671,0.358218850397572,29.565333392426606,1.4834072524841382,2.30570089836485,2.248785644824308,2.843311176701772,2.25,True,42.575469970703125,3.1514999829232693,4677.922018797071,1484.3477849103217,0.29458938092049564,0.26453218480733093,0.4753520744636219,captured_after_logged_entry,45.721527099609375,0.7529562711715698,-0.615006685256958,-0.3139823317308106,0.5292860243055556,57828.71288095123,,to_capture,True,5.8994330739348575,5.8994330739348575,False,,,False,,,False,,,False,,,False,,
iteration_6__phase_1__nominal,iteration_6,6,phase_1,6.018518518518519,nominal,True,target_reached,47.278076171875,47.27799974381924,47.278076171875,0.7477688789367676,0.7477688789367676,59813.82029078717,1265.1512461376237,0.0,0.10027919962773384,0.0,-0.8216566469666314,30.942329747112367,-1.309003695642489,0.4873470486758578,72.84508736758204,0.2074782693257021,0.2843170419054337,0.5169144931710848,2.0375163201204796,0.24688482370669013,0.3460073298451349,2.316542319480686,0.3335521590015358,0.050150459507425416,-0.00882185840035248,0.3907963460729604,0.2,570,8596,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,34183.366547014295,1139.4455515671432,-0.6820695781170011,-1.0645713332415236,0.38250175512452256,86.69590042231101,0.23278684997036203,0.2402952486184481,41.38764953613281,0.6817418336868286,0.6817418336868286,3.4537315368652344,-0.23208077251911163,13.398040771484375,2.1995603522375404,2.1995603522375404,-27.989608764648438,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,41.546392513380034,104.40935583243026,0.1374969482421875,104.40935583243026,0.1650490076586246,0.3952943330052676,0.1209869384765625,0.3952943330052676,2.1121343123129592,3.4382972717285156,0.3079986572265625,3.4382972717285156,0.050150459507425416,-0.00882185840035248,0.04132860110707294,0.7074983763063657,0.388604851789719,3.41593723202085,active_clipped_a1 + active_clipped_a2,32.30659386607444,69,1.459549802833707,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.6826790776454335,2.374568164113696,4.218978116418595,2.3246286070776723,4.6826790776454335,2.945981584014519,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.06194501151499738,0.6857342168633027,0.3552368224684922,29.153420759413695,1.4833262699523513,2.319628730713473,2.2614559530065694,2.859080610924589,2.25,True,44.143035888671875,3.1349999830126762,4639.424900439588,1479.8803590362982,0.29766725717510945,0.2658688506200769,0.48697684443884365,captured_after_logged_entry,47.2725830078125,0.7516199946403503,-0.5335481762886047,0.17115058964661312,0.7030381944444445,59813.82029078717,,to_capture,True,5.877594060242996,5.877594060242996,False,,,False,,,False,,,False,,,False,,
iteration_6__phase_2__nominal,iteration_6,6,phase_2,12.037037037037038,nominal,True,target_reached,51.28729248046875,51.287499722093344,51.28729248046875,0.7471410632133484,0.7471410632133484,65070.24931565531,1268.73506543008,0.0,0.10327077747989276,0.0,-0.8143310905933442,46.50435074567939,-1.2906798954814134,0.47634880488806897,108.76393612427226,0.28188254843599064,0.2863376607053992,0.5951280760508754,2.0477673196832313,0.2276071461290907,0.38599602223013946,2.333587412127928,0.364896404298166,0.05553990387746374,-0.010491940209696002,0.3936351728083709,0.2,608,9325,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,33546.52208419825,1118.2174028066083,-0.658367687130366,-1.0058677657988864,0.3475000786685201,137.922090884462,0.34268074527345294,0.2367706760025011,43.224517822265625,0.6886860132217407,0.6886860132217407,4.2280449867248535,-0.1047901138663292,17.792449951171875,-2.9467169376148377,2.9467169376148377,-25.43206787109375,0.55,row_order_cumulative_dt_T,1e-09,0.55,True,39.559656786984085,114.8016120339708,0.14849853515625,114.8016120339708,0.1601014788041752,0.40700308826035325,0.1320037841796875,0.40700308826035325,2.1319932337472274,3.4198875427246094,0.313507080078125,3.4198875427246094,0.05553990387746374,-0.010491940209696002,0.04504796366776774,0.7185433166766404,0.39104901258188024,3.42927527473086,active_clipped_a1 + active_clipped_a2,32.3526465172407,74,1.4442977579731888,fixed morphology peak within each smootherstep support: kappa_L_joint1=7.5*phi1; kappa_L_joint2=7.5*phi2,7.5,0.20833333333333334,0.4583333333333333,0.5416666666666666,0.7916666666666666,False,False,4.801746368531855,2.411659081285603,4.432303497406644,2.3652844469513994,4.801746368531855,2.989860361200416,30.0,row_order_cumulative_dt_T,1e-09,30.0,True,0.07109141194371309,0.6835012420392561,0.3519677507013391,28.592771587292994,1.462272219853161,2.3683016974443447,2.3169503212524605,2.9124844596841393,2.25,True,47.94342041015625,3.343999981880188,4920.265033804038,1471.371130521832,0.3104692495573872,0.2690837226174028,0.5776203619765998,captured_after_logged_entry,51.28179931640625,0.7505968809127808,-0.39330369234085083,0.3608502005596609,0.6390299479166667,65070.24931565531,,to_capture,True,6.078690735041836,6.078690735041836,False,,,False,,,False,,,False,,,False,,
