case_id,release,shift_count,center_rms_L,heading_rms_deg,velocity_rms_U,full_to_moving_ms_per_step_ratio,center_maximum_L,heading_maximum_deg
southwest_to_center,Southwest,71,0.009064024315075966,0.2476521224682229,0.006615081996466923,19.626287468349936,0.021748968077158162,0.8326683617162545
southeast_to_center,Southeast,84,0.01261076262190834,0.3592529744519996,0.005761801956585714,20.111981446327917,0.027499479706139127,0.8916846112397496
northwest_to_center,Northwest,86,0.014509048619040156,0.6453919839315,0.010738849120827574,22.03723968715253,0.04135742161154676,1.9467951587503944
northeast_to_center,Northeast,69,0.039776075717505875,1.151602955340811,0.016578854416776062,19.790860793970268,0.09853097508338471,2.8972375395422367
west_to_center,West,76,0.015709150408174645,0.4458248620160791,0.010409794674655278,22.36492487488268,0.04356499084189118,1.1234158543053572
