elapsed,center_x_L,center_y_L,head_x_L,head_y_L,distance_L,heading_rad,velocity_x_U,velocity_y_U,local_center_x_L,local_center_y_L,frame_origin_x_L,frame_origin_y_L,force_x_L2,force_y_L2,moment_z_L3,local_flow_x_U,local_flow_y_U,phi1_rad,phi2_rad,phi_dot1,phi_dot2,phi_ddot1,phi_ddot2,heading_reference_rad,heading_error_rad,heading_rate_rad_per_T,filtered_heading_error_rad,filtered_heading_rate_rad_per_T,feedback_scale,scheduled_asymmetry1,scheduled_asymmetry2,applied_asymmetry1,applied_asymmetry2,commanded_bias_rad,commanded_asymmetry,raw_commanded_asymmetry,phase_authority_weight,heading_update_index
0.005499999970197678,5.0,4.0,5.421365261077881,4.26450777053833,7.5652055740356445,-2.6224465370178223,0.0,0.0,1.5,1.5,3.5,2.5,0.0,0.0,-0.0,-0.0,0.0,0.13907274681525716,-0.13962278417895999,-0.1006533358707086,0.0006465419282976847,-18.30060662111076,0.1175530785092799,-2.6224465370178223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.010999999940395355,5.000009536743164,3.99998140335083,5.4214768409729,4.264346599578857,7.565188407897949,-2.6223573684692383,0.003551625180989504,-0.0067933956161141396,1.500009536743164,1.49998140335083,3.5,2.5,0.00033422587491139556,0.019067311366813878,0.009519883659815341,-3.322582994277792e-5,-0.00012413311697846057,0.1379667790566464,-0.13958598254723129,-0.2010850481097389,0.006691205805110085,-18.260311415132726,1.09902980173928,-2.6224465370178223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.016499999910593033,5.000043869018555,3.9999167919158936,5.4216108322143555,4.264153003692627,7.565167427062988,-2.62203049659729,0.00890270248055458,-0.016744785010814667,1.5000438690185547,1.4999167919158936,3.5,2.5,0.0003135076156001249,0.01725300252226207,0.008666661585120607,-0.0001069644734632961,-0.00041056390187170635,0.1363117679563297,-0.1394865805323785,-0.3009111107790067,0.01807309370752691,-18.150193310942857,2.0694341752892313,-2.6224465370178223,-8.916854858398438e-5,0.032443851232528687,-8.916854858398438e-5,0.032443851232528687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.02199999988079071,5.000106334686279,3.999800205230713,5.421751976013184,4.263949394226074,7.565145015716553,-2.621399402618408,0.013785479590296745,-0.02562161162495613,1.5001063346862793,1.499800205230713,3.5,2.5,0.00016898629679509055,0.009199055135971895,0.004736825690983682,-0.00020545812970797453,-0.0007879023251317194,0.13411301129230713,-0.13929556479247857,-0.3997739410794133,0.03473013471544987,-17.975060152019118,3.028552926941976,-2.6224465370178223,-0.00041604042053222656,0.08638505637645721,-0.00041604042053222656,0.08638505637645721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.027499999850988388,5.000192642211914,3.999641180038452,5.421896457672119,4.2637457847595215,7.565120220184326,-2.620471954345703,0.017561709508299828,-0.032183583825826645,1.500192642211914,1.4996411800384521,3.5,2.5,-3.4115151847005816e-5,0.004482426667585191,0.002447377950077008,-0.00031844153913003064,-0.0012118024684710776,0.13137769341173655,-0.13898437803961142,-0.49733052643494224,0.056579409918789,-17.73756106984536,3.9725955130421284,-2.6224465370178223,-0.0010471343994140625,0.14310424029827118,-0.0010471343994140625,0.14310424029827118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.032999999821186066,5.0002970695495605,3.999450445175171,5.422044277191162,4.2635416984558105,7.56509256362915,-2.619279623031616,0.02044808864593506,-0.03719767928123474,1.5002970695495605,1.499450445175171,3.5,2.5,-7.357587551645945e-6,0.0036661575676173105,0.0020478674863337793,-0.0004458241081960481,-0.0016478489884571214,0.12811486327467309,-0.13852512434936012,-0.5932418463169926,0.0835006714072374,-17.43842189122833,4.894774842604373,-2.6224465370178223,-0.0019745826721191406,0.19411063194274902,-0.0019745826721191406,0.19411063194274902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.03849999979138374,5.0004167556762695,3.9992339611053467,5.422196388244629,4.263335227966309,7.565062046051025,-2.6178462505340576,0.023059288039803505,-0.041553594172000885,1.5004167556762695,1.4992339611053467,3.5,2.5,-0.00010480267852515835,0.004436085892600905,0.002400510453022876,-0.0005676730128990645,-0.0020461958180091238,0.12433542719455971,-0.13789079418318528,-0.6871702001077536,0.11533275811127859,-17.077882599949373,5.787652159368486,-2.6224465370178223,-0.0031669139862060547,0.23945817351341248,-0.0031669139862060547,0.23945817351341248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.04399999976158142,5.000550270080566,3.9989938735961914,5.422353267669678,4.263126850128174,7.565028667449951,-2.6161839962005615,0.025571992620825768,-0.04577910900115967,1.5005502700805664,1.4989938735961914,3.5,2.5,-6.515094970056682e-5,0.005035954636732864,0.0026752466152636296,-0.0007157491220732495,-0.002392805446579465,0.12005212788987336,-0.13705546455875114,-0.7787816959810642,0.15187811435644963,-16.656635703584897,6.644610262399246,-2.6224465370178223,-0.0046002864837646484,0.28175079822540283,-0.0046002864837646484,0.28175079822540283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.0494999997317791,5.000697612762451,3.9987308979034424,5.422512531280518,4.2629170417785645,7.564993858337402,-2.61430025100708,0.028033720329403877,-0.049846891313791275,1.5006976127624512,1.4987308979034424,3.5,2.5,-9.909100511218969e-5,0.004862710695894074,0.0025886911455604176,-0.0008942619857840717,-0.0026789174487369576,0.11527950592490252,-0.13599446878062388,-0.8677494528785072,0.1929083243411602,-16.17595588718621,7.460038219461278,-2.6224465370178223,-0.006262540817260742,0.3226816952228546,-0.006262540817260742,0.3226816952228546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
0.054999999701976776,5.000857830047607,3.998446464538574,5.422673225402832,4.262706756591797,7.564958095550537,-2.6122052669525146,0.030259357765316963,-0.05359655246138573,1.5008578300476074,1.4984464645385742,3.5,2.5,-3.498620069488224e-5,0.004112636311029084,0.002185629555103397,-0.0010722126685586842,-0.0029099267794538645,0.11003385021723568,-0.13468454631168772,-0.9537555883801783,0.23816772291529292,-15.637479266855316,8.228981603522815,-2.6224465370178223,-0.00814628601074219,0.3622933030128479,-0.00814628601074219,0.3622933030128479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1
