frame_index,sim_time,center_x,center_y
56,217.19293212890625,1145.803955078125,669.7698364257812
57,217.50091552734375,1136.5689697265625,666.9402465820312
58,217.81443786621094,1127.9371337890625,661.9818115234375
59,218.12796020507812,1118.36328125,660.7644653320312
60,218.44143676757812,1109.7061767578125,656.33984375
61,218.75494384765625,1100.1627197265625,655.6956176757812
62,219.06292724609375,1091.3380126953125,652.291748046875
63,219.37644958496094,1081.8802490234375,650.6381225585938
64,219.68997192382812,1072.6666259765625,648.1651000976562
65,220.0034637451172,1063.771240234375,644.8496704101562
66,220.31695556640625,1054.710205078125,642.9744873046875
67,220.63047790527344,1046.605224609375,638.109375
68,220.93849182128906,1038.019775390625,636.4815673828125
69,221.25198364257812,1030.4339599609375,631.0559692382812
70,221.56549072265625,1021.9415893554688,629.2403564453125
71,221.87896728515625,1014.01171875,625.1884765625
72,222.19248962402344,1005.7179565429688,623.191162109375
73,222.50050354003906,997.5785522460938,621.7509765625
74,222.81399536132812,989.5943603515625,619.5966186523438
75,223.12750244140625,981.3605346679688,620.3216552734375
76,223.44100952148438,973.5245971679688,618.1728515625
77,223.75453186035156,965.3284301757812,619.9308471679688
78,224.06251525878906,957.441162109375,618.2566528320312
79,224.37603759765625,949.0736694335938,619.7084350585938
80,224.68951416015625,940.6638793945312,619.053955078125
81,225.00302124023438,932.0874633789062,619.3248291015625
82,225.31654357910156,923.3494262695312,619.8179931640625
83,225.63003540039062,914.6611328125,618.851806640625
84,225.93789672851562,905.9681396484375,620.27099609375
85,226.2513885498047,897.3067626953125,618.4615478515625
86,226.56488037109375,888.42333984375,620.0850219726562
87,226.87840270996094,879.6505126953125,617.98486328125
88,227.19189453125,870.460693359375,618.5010375976562
89,227.50540161132812,861.3125610351562,616.3907470703125
90,227.81341552734375,852.080078125,614.7638549804688
91,228.12689208984375,842.6865844726562,612.9697875976562
92,228.44041442871094,833.7195434570312,609.2596435546875
93,228.75393676757812,824.3323974609375,607.876220703125
94,229.0674285888672,815.6983642578125,603.1998901367188
95,229.37542724609375,806.447998046875,602.3685913085938
96,229.68893432617188,797.4589233398438,598.4768676757812
97,230.00242614746094,787.7420654296875,597.8258666992188
98,230.31594848632812,778.0216674804688,596.241943359375
99,230.62945556640625,768.1386108398438,595.7115478515625
100,230.94293212890625,758.2424926757812,596.7154541015625
101,231.25094604492188,748.5135498046875,596.3230590820312
102,231.56446838378906,738.759521484375,599.481689453125
103,231.87796020507812,728.7340087890625,599.5811157226562
104,232.19146728515625,719.023681640625,603.5285034179688
105,232.50497436523438,708.6840209960938,604.0997924804688
106,232.81295776367188,698.6909790039062,606.9498901367188
107,233.12648010253906,688.1622924804688,607.9148559570312
108,233.44000244140625,677.5320434570312,608.3551635742188
109,233.75347900390625,666.9207153320312,609.3648071289062
110,234.06698608398438,656.1454467773438,607.6439819335938
111,234.29249572753906,648.6865234375,608.8035278320312
