frame_index,sim_time,center_x,center_y
97,230.00242614746094,762.5338134765625,594.2071533203125
98,230.31594848632812,752.3856201171875,594.774658203125
99,230.62945556640625,742.2482299804688,595.1387939453125
100,230.94293212890625,732.25634765625,597.9239501953125
101,231.25094604492188,722.349609375,598.02099609375
102,231.56446838378906,712.640380859375,601.986083984375
103,231.87796020507812,702.6422119140625,602.098388671875
104,232.19146728515625,692.8226928710938,605.3984985351562
105,232.50497436523438,682.67333984375,605.28857421875
106,232.81295776367188,672.5914306640625,605.9668579101562
107,233.12648010253906,662.3499755859375,605.5691528320312
108,233.44000244140625,652.2212524414062,603.3892211914062
109,233.5444793701172,649.06396484375,603.7017211914062
