frame_index,sim_time,center_x,center_y
1,200.0054931640625,1344.0,896.0
2,200.3134765625,1344.0552978515625,896.069091796875
3,200.62698364257812,1344.37841796875,895.8087768554688
4,200.9405059814453,1344.812255859375,895.4118041992188
5,201.25399780273438,1345.233154296875,895.0181274414062
6,201.5675048828125,1345.9266357421875,894.1493530273438
7,201.87551879882812,1346.4505615234375,893.5150756835938
8,202.18899536132812,1347.3194580078125,892.4126586914062
9,202.5025177001953,1348.1734619140625,891.3148193359375
10,202.8160400390625,1349.0850830078125,890.2093505859375
11,203.1295166015625,1350.3677978515625,888.6113891601562
12,203.44288635253906,1351.1463623046875,887.3115844726562
13,203.75088500976562,1352.6416015625,885.2077026367188
14,204.06439208984375,1353.288818359375,883.5347900390625
15,204.37789916992188,1354.947021484375,880.7673950195312
16,204.69140625,1355.3785400390625,878.5015258789062
17,205.0048828125,1356.8363037109375,874.9945678710938
18,205.31289672851562,1357.0933837890625,870.96484375
19,205.6264190673828,1356.77099609375,866.4003295898438
20,205.93991088867188,1357.757080078125,860.3551635742188
21,206.25341796875,1356.2777099609375,855.0918579101562
22,206.56692504882812,1357.049072265625,847.9532470703125
23,206.88043212890625,1355.560791015625,841.1113891601562
24,207.1884307861328,1354.427734375,833.6148071289062
25,207.501953125,1354.0721435546875,825.2919921875
26,207.8154296875,1351.41943359375,818.2271118164062
27,208.12893676757812,1351.3404541015625,809.3463134765625
28,208.4424591064453,1348.3311767578125,802.1312866210938
29,208.75045776367188,1346.4136962890625,793.7166137695312
30,209.06396484375,1343.8914794921875,785.3267822265625
31,209.37747192382812,1339.9141845703125,778.2221069335938
32,209.69097900390625,1337.71875,769.4468383789062
33,210.0044708251953,1332.7044677734375,763.41552734375
34,210.3179931640625,1329.5411376953125,755.104248046875
35,210.6259765625,1324.2381591796875,748.7418212890625
36,210.93948364257812,1319.0694580078125,741.6718139648438
37,211.25299072265625,1313.996337890625,734.3497924804688
38,211.56649780273438,1307.48828125,728.8132934570312
39,211.8800048828125,1302.3909912109375,721.1416015625
40,212.18801879882812,1295.2669677734375,716.7928466796875
41,212.50152587890625,1289.5849609375,709.5452270507812
42,212.81500244140625,1282.0467529296875,704.9173583984375
43,213.12852478027344,1275.0863037109375,698.8502197265625
44,213.4420166015625,1267.613525390625,693.5771484375
45,213.75003051757812,1259.789794921875,689.3569946289062
46,214.06353759765625,1252.5155029296875,683.6339111328125
47,214.37704467773438,1243.897216796875,680.8338012695312
48,214.69039916992188,1236.4876708984375,675.1206665039062
49,215.00390625,1227.696044921875,672.993896484375
50,215.31741333007812,1219.8604736328125,667.9144287109375
51,215.62539672851562,1211.0885009765625,665.3399047851562
52,215.93890380859375,1202.4415283203125,661.5379028320312
53,216.2523956298828,1193.7486572265625,657.8749389648438
54,216.56591796875,1184.691162109375,655.4528198242188
55,216.87942504882812,1176.327880859375,650.9923095703125
56,217.19293212890625,1167.128173828125,649.5802612304688
57,217.50091552734375,1159.100830078125,644.9306030273438
58,217.81443786621094,1149.90087890625,643.7813720703125
59,218.12796020507812,1141.372802734375,639.7025146484375
60,218.44143676757812,1132.1083984375,638.0100708007812
61,218.75494384765625,1123.0257568359375,635.2905883789062
62,219.06292724609375,1114.107177734375,632.7885131835938
